iter	RMSE
215	13.17253237
216	13.17252412
217	13.17237133
218	13.17200647
219	13.17148805
220	13.17133556
221	13.17133201
222	13.1713295
223	13.171323
224	13.17103728
225	13.17099394
226	13.17094486
227	13.17054957
228	13.17005588
229	13.17005017
230	13.16989122
231	13.16953253
232	13.16943359
233	13.16861762
234	13.16861618
235	13.16861283
236	13.16833789
237	13.16812919
238	13.16792316
239	13.16760871
240	13.16760516
241	13.16718175
242	13.16687023
243	13.16685046
244	13.16615017
245	13.16561501
246	13.16517893
247	13.16472783
248	13.16472783
249	13.164244
250	13.164244
251	13.16365149
252	13.16365009
253	13.16319821
254	13.16291707
255	13.16239546
256	13.16236244
257	13.16208652
258	13.16196676
259	13.16162515
260	13.16108615
261	13.16048505
262	13.16020818
263	13.15995089
264	13.15975706
265	13.15926482
266	13.15926198
267	13.15920182
268	13.1588035
269	13.15864278
270	13.15840705
271	13.15840454
272	13.15801454
273	13.15784048
274	13.15736115
275	13.15693844
276	13.15662019
277	13.15661782
278	13.15628027
279	13.15600575
280	13.15518205
281	13.15467586
282	13.15391245
283	13.15355144
284	13.15315049
285	13.15241055
286	13.15199569
287	13.1516703
288	13.15166348
289	13.15141731
290	13.15095252
291	13.15066437
292	13.15031429
293	13.15013996
294	13.14992604
295	13.1494724
296	13.14900019
297	13.14873311
298	13.14838889
299	13.14806445
300	13.14764277
301	13.1471719
302	13.14688742
303	13.14658635
304	13.14621445
305	13.14587787
306	13.14586569
307	13.14546957
308	13.14506119
309	13.14503341
310	13.14440791
311	13.14395297
312	13.14347864
313	13.14343443
314	13.14308379
315	13.14287737
316	13.14247685
317	13.14239454
318	13.14196245
319	13.14173351
320	13.14168465
321	13.14132481
322	13.14129463
323	13.14112045
324	13.140888
325	13.14086365
326	13.14053272
327	13.14019624
328	13.13948951
329	13.13923316
330	13.1392271
331	13.13908548
332	13.1387586
333	13.1387545
334	13.13822128
335	13.13809568
336	13.13769928
337	13.13732404
338	13.13695354
339	13.13683045
340	13.13682505
341	13.13681799
342	13.13658234
343	13.13629523
344	13.13573866
345	13.13545697
346	13.13535167
347	13.1349137
348	13.1344974
349	13.13449032
350	13.13435609
351	13.13412858
352	13.13392775
353	13.13346213
354	13.13328008
355	13.13294472
356	13.13236707
357	13.13200271
358	13.13161632
359	13.13144171
360	13.13118539
361	13.13095618
362	13.13060315
363	13.13059417
364	13.13037817
365	13.13000958
366	13.12968776
367	13.12950797
368	13.12942736
369	13.12913871
370	13.12876432
371	13.12841661
372	13.1280578
373	13.12776674
374	13.12747582
375	13.12724739
376	13.12689459
377	13.12640306
378	13.12622814
379	13.12607623
380	13.12578448
381	13.12537315
382	13.12509384
383	13.12467026
384	13.12437347
385	13.12413337
386	13.12372528
387	13.12362248
388	13.1233288
389	13.12273642
390	13.12257277
391	13.12240981
392	13.12238347
393	13.12202643
394	13.12166117
395	13.12131145
396	13.12094957
397	13.12060515
398	13.12023644
399	13.11966363
400	13.11930391
401	13.11906142
402	13.11874994
403	13.11843554
404	13.11832544
405	13.11831912
406	13.11805581
407	13.11784014
408	13.11762954
409	13.11733167
410	13.11702192
411	13.116657
412	13.11650128
413	13.11625132
414	13.11593409
415	13.11558771
416	13.11534546
417	13.11512075
418	13.11483994
419	13.11453206
420	13.11393149
421	13.11373785
422	13.11342236
423	13.11329991
424	13.11290329
425	13.11256642
426	13.11222132
427	13.11216206
428	13.11215751
429	13.11201415
430	13.11171096
431	13.11145309
432	13.11123744
433	13.11120056
434	13.11093059
435	13.11084418
436	13.1105408
437	13.11019126
438	13.11016903
439	13.1098038
440	13.10972297
441	13.10966108
442	13.10951611
443	13.10935336
444	13.1091393
445	13.10885643
446	13.1087517
447	13.10869276
448	13.10868776
449	13.10841212
450	13.1081928
451	13.10801358
452	13.10775858
453	13.10747386
454	13.10716929
455	13.10690879
456	13.10673712
457	13.10652062
458	13.10621965
459	13.10602855
460	13.10578017
461	13.10577433
462	13.10545001
463	13.10519384
464	13.1049268
465	13.10463512
466	13.10432334
467	13.10426512
468	13.10405849
469	13.10369715
470	13.10336402
471	13.10335942
472	13.10306228
473	13.10278586
474	13.10267918
475	13.10244259
476	13.10216158
477	13.10197743
478	13.10169501
479	13.10132889
480	13.10109708
481	13.10094866
482	13.10094324
483	13.1006587
484	13.10045316
485	13.10044969
486	13.10037139
487	13.10016928
488	13.10012042
489	13.10011112
490	13.09987268
491	13.09969936
492	13.09962859
493	13.09940445
494	13.09915455
495	13.09882575
496	13.09849707
497	13.09825068
498	13.09823747
499	13.09822427
500	13.09817755
501	13.09792137
502	13.09764224
503	13.09749955
504	13.09701793
505	13.09698574
506	13.0968157
507	13.09674922
508	13.09647693
509	13.09627433
510	13.09625558
511	13.09602549
512	13.09579676
513	13.09552767
514	13.09514679
515	13.09490293
516	13.09470999
517	13.09443121
518	13.09423203
519	13.0941685
520	13.09398024
521	13.09376931
522	13.09344822
523	13.09320983
524	13.09292253
525	13.09258323
526	13.09236282
527	13.09221684
528	13.09196956
529	13.0916386
530	13.09152639
531	13.09128009
532	13.09110345
533	13.09084546
534	13.09063404
535	13.09046935
536	13.090148
537	13.09006064
538	13.08985913
539	13.08967912
540	13.08942059
541	13.08934349
542	13.08928497
543	13.08927809
544	13.08908378
545	13.089068
546	13.08894753
547	13.08888823
548	13.08886647
549	13.08865478
550	13.08861012
551	13.08852126
552	13.08829444
553	13.08813303
554	13.08785851
555	13.08762791
556	13.0872013
557	13.08692311
558	13.08686396
559	13.08649259
560	13.08633588
561	13.08603208
562	13.08581064
563	13.08559301
564	13.08549468
565	13.08530249
566	13.08502905
567	13.08467332
568	13.08444473
569	13.08430648
570	13.08401232
571	13.08377734
572	13.08352771
573	13.08328032
574	13.0832306
575	13.08304673
576	13.08284769
577	13.08267356
578	13.08243928
579	13.08233757
580	13.08233154
581	13.08223021
582	13.08204351
583	13.08192019
584	13.08176143
585	13.0816127
586	13.08141422
587	13.08141037
588	13.0812897
589	13.08104515
590	13.08072704
591	13.08055399
592	13.08034317
593	13.08017006
594	13.0799379
595	13.07958929
596	13.07957789
597	13.07925926
598	13.07913202
599	13.07887929
600	13.07872958
601	13.07845876
602	13.07840553
603	13.07813843
604	13.07798036
605	13.07767452
606	13.07747309
607	13.07746028
608	13.07733825
609	13.07731418
610	13.07706296
611	13.07688143
612	13.07668467
613	13.07657093
614	13.07650793
615	13.07624387
616	13.07603886
617	13.07583047
618	13.07578655
619	13.07559775
620	13.07544106
621	13.07532219
622	13.07516865
623	13.07492165
624	13.07462713
625	13.07421688
626	13.07410386
627	13.07387156
628	13.07380343
629	13.07341612
630	13.07311451
631	13.07278277
632	13.07230296
633	13.07211407
634	13.07188838
635	13.07179682
636	13.07166149
637	13.07141778
638	13.07127662
639	13.07120267
640	13.07110085
641	13.07084345
642	13.07069622
643	13.0705819
644	13.07038156
645	13.07021133
646	13.06997954
647	13.06992809
648	13.06978011
649	13.06958872
650	13.0695604
651	13.06952232
652	13.0692321
653	13.06884474
654	13.06877757
655	13.06842055
656	13.06804805
657	13.0678479
658	13.06752777
659	13.06723153
660	13.06698752
661	13.06676801
662	13.06675066
663	13.06650651
664	13.06625893
665	13.06597729
666	13.06564824
667	13.06545558
668	13.0653256
669	13.06510509
670	13.06500564
671	13.06485376
672	13.0646126
673	13.06430122
674	13.06411124
675	13.0638971
676	13.06373278
677	13.06361875
678	13.06337966
679	13.06336066
680	13.06310995
681	13.06291124
682	13.06278257
683	13.062649
684	13.06250549
685	13.06244343
686	13.06223016
687	13.06194555
688	13.06193384
689	13.06174004
690	13.06162725
691	13.06159763
692	13.06118292
693	13.06098561
694	13.06085503
695	13.06073954
696	13.06046962
697	13.06024198
698	13.06001289
699	13.05976777
700	13.0596037
701	13.05936461
702	13.05914194
703	13.05914061
704	13.05892274
705	13.05863933
706	13.05835929
707	13.05814427
708	13.05772593
709	13.05757657
710	13.05751077
711	13.05731442
712	13.05712089
713	13.05710695
714	13.05681658
715	13.05672187
716	13.05669872
717	13.05643092
718	13.05638484
719	13.05611312
720	13.05598298
721	13.05587408
722	13.05568853
723	13.05548983
724	13.05529868
725	13.05509763
726	13.05494796
727	13.05483001
728	13.05472675
729	13.0545856
730	13.05424339
731	13.05421553
732	13.05413875
733	13.05401649
734	13.05389442
735	13.05371745
736	13.05359368
737	13.05344257
738	13.05330801
739	13.05312106
740	13.05304607
741	13.05291205
742	13.05271021
743	13.05261479
744	13.05251778
745	13.05233055
746	13.05218034
747	13.05195615
748	13.05183871
749	13.05176998
750	13.05146411
751	13.05143911
752	13.05115656
753	13.05092581
754	13.0506465
755	13.0503233
756	13.05016566
757	13.04988884
758	13.0497789
759	13.04955865
760	13.04951578
761	13.04939405
762	13.04929149
763	13.04909429
764	13.04885001
765	13.04852286
766	13.04834
767	13.04830199
768	13.04808714
769	13.04791598
770	13.04776583
771	13.047681
772	13.04747017
773	13.04728045
774	13.04693005
775	13.04682569
776	13.0467968
777	13.04674308
778	13.04670016
779	13.04665018
780	13.04620789
781	13.04610872
782	13.04584173
783	13.04569994
784	13.04545882
785	13.04531287
786	13.0451506
787	13.04510135
788	13.04484932
789	13.0447974
790	13.04462945
791	13.044449
792	13.04431393
793	13.04424565
794	13.04419375
795	13.044003
796	13.04387365
797	13.0436692
798	13.04351625
799	13.04344141
800	13.04307349
801	13.04282027
802	13.04264963
803	13.04258234
804	13.04212301
805	13.04190081
806	13.04171578
807	13.04148459
808	13.04137552
809	13.04128048
810	13.04099939
811	13.0407851
812	13.0405696
813	13.04038603
814	13.04012401
815	13.03984521
816	13.03960895
817	13.03953846
818	13.03943294
819	13.03936873
820	13.03933908
821	13.03914594
822	13.03909031
823	13.03899657
824	13.0389896
825	13.03877684
826	13.03861564
827	13.03839178
828	13.03822928
829	13.03822531
830	13.03798449
831	13.03797781
832	13.03772532
833	13.03753172
834	13.03742988
835	13.03728825
836	13.03710314
837	13.03679544
838	13.03674693
839	13.03674598
840	13.0365922
841	13.03629822
842	13.03623983
843	13.03593697
844	13.03588049
845	13.03586273
846	13.03566351
847	13.03547268
848	13.03529246
849	13.03505427
850	13.03484502
851	13.03476411
852	13.03464433
853	13.03452772
854	13.0344394
855	13.03436
856	13.0341843
857	13.03414032
858	13.03387776
859	13.03377806
860	13.03356182
861	13.03322849
862	13.03300324
863	13.03280024
864	13.03257315
865	13.03217067
866	13.03210115
867	13.03201181
868	13.03182099
869	13.03170326
870	13.03166013
871	13.03151983
872	13.03137833
873	13.0311717
874	13.03112041
875	13.03106688
876	13.03086365
877	13.03067218
878	13.03056643
879	13.03049695
880	13.03033769
881	13.03012771
882	13.02993519
883	13.02990831
884	13.02978354
885	13.02963377
886	13.02947247
887	13.02929047
888	13.02905839
889	13.02882977
890	13.02879089
891	13.02869167
892	13.02854652
893	13.02832492
894	13.02823771
895	13.02813657
896	13.02802423
897	13.02793304
898	13.02789931
899	13.02774093
900	13.02759802
901	13.02745191
902	13.02745113
903	13.02741266
904	13.02731718
905	13.02720627
906	13.0270529
907	13.02696531
908	13.02679564
909	13.02664121
910	13.02648379
911	13.02640143
912	13.02628092
913	13.02610188
914	13.02594618
915	13.02586377
916	13.02560447
917	13.02535178
918	13.02506628
919	13.02501809
920	13.02478395
921	13.02453336
922	13.02431552
923	13.02427284
924	13.02417942
925	13.02412585
926	13.02391692
927	13.02370796
928	13.02362345
929	13.02330985
930	13.0231173
931	13.02297868
932	13.02278156
933	13.02263363
934	13.02252102
935	13.02245064
936	13.02239391
937	13.02232903
938	13.02207401
939	13.02191099
940	13.0217834
941	13.02166499
942	13.02150988
943	13.02113403
944	13.02095292
945	13.02071927
946	13.02064444
947	13.02061094
948	13.02055631
949	13.02051731
950	13.02026383
951	13.02003651
952	13.01996771
953	13.01974734
954	13.01950532
955	13.01935719
956	13.01921484
957	13.01902962
958	13.0190153
959	13.01894064
960	13.01884325
961	13.01862518
962	13.01838095
963	13.01828501
964	13.01800019
965	13.01787356
966	13.01766824
967	13.01733618
968	13.01724609
969	13.01721184
970	13.01713524
971	13.01703656
972	13.01684019
973	13.0166712
974	13.01644415
975	13.01638559
976	13.01620686
977	13.016122
978	13.01601917
979	13.01580036
980	13.01564062
981	13.01534317
982	13.01521239
983	13.01500498
984	13.01489697
985	13.0148707
986	13.01466795
987	13.0145139
988	13.01430265
989	13.01408605
990	13.01405632
991	13.01387261
992	13.01373027
993	13.01352814
994	13.01319466
995	13.01297317
996	13.0126557
997	13.01260851
998	13.01257288
999	13.01238507
